Name,Area,Current Year,Crop Year,Crop Type,Tillage Type,Biomass Coefficient Product,Biomass Coefficient Straw,Biomass Coefficient Roots,Biomass Coefficient Extraroot,Nitrogen Content In Product,Nitrogen Content In Straw,Nitrogen Content In Roots,Nitrogen Content In Extraroot,Nitrogen Fixation,Nitrogen Deposit,Carbon Concentration,Yield,Harvest Method,Nitrogen Fertilizer Rate,Phosphorous Fertilizer Rate,Is Irrigated,Irrigation Type,Amount Of Irrigation,Moisture Content Of Crop,Moisture Content Of Crop Percentage,PercentageOfStrawReturnedToSoil,PercentageOfRootsReturnedToSoil,PercentageOfProductYieldReturnedToSoil,Is Pesticide Used,Number Of Pesticide Passes,Fuel Energy,Herbicide Energy,Fertilizer Blend,January Precipitation,February Precipitation,March Precipitation,April Precipitation,May Precipitation,June Precipitation,July Precipitation,August Precipitation,September Precipitation,October Precipitation,November Precipitation,December Precipitation,January Potential Evapotranspiration,February Potential Evapotranspiration,March Potential Evapotranspiration,April Potential Evapotranspiration,May Potential Evapotranspiration,June Potential Evapotranspiration,July Potential Evapotranspiration,August Potential Evapotranspiration,September Potential Evapotranspiration,October Potential Evapotranspiration,November Potential Evapotranspiration,December Potential Evapotranspiration,January Mean Temperature,February Mean Temperature,March Mean Temperature,April Mean Temperature,May Mean Temperature,June Mean Temperature,July Mean Temperature,August Mean Temperature,September Mean Temperature,October Mean Temperature,November Mean Temperature,December Mean Temperature,Province,Soil Great Group,Soil functional category,Bulk Density,Soil Texture,Soil Ph,Top Layer Thickness  (mm),Proportion Of Sand In Soil,Proportion Of Clay In Soil,Proportion Of Soil Organic Carbon,Change in soil carbon (delta_C_t) (kg C ha^-1),N2O Direct (kg N2O (ha)^-1),N2O Direct (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),N2O Indirect (kg N2O (ha)^-1),N2O Indirect (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),Energy CO2 (kg),Upstream CO2 (kg),Total_GHG
Farm12,2.211,2025,2025,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,544.3104,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,62.47,149.26,221.31,85.32,85.68,53.59,36.88,102.71,-2973.2,0,0,0,4.21,7.545,24.4089,65.1556,83.5765,103.8241,126.2214,107.2414,42.9634,0,0,0,0.9635,0.0711,4.9919,8.439,10.8361,13.909,16.341,18.4223,-143.1905,0,0,0,BritishColumbia,Humisol,Brown,0.35,Medium,2.9000001,200,-0.09,-0.09,580,-3748.5542,0.1449,0.1449,0.2219,0.2219,275.4906,0,13969.43513
Farm12,2.361,2025,2025,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,272.1552,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,62.47,149.26,221.31,85.32,85.68,53.59,36.88,102.71,-2973.2,0,0,0,4.21,7.545,24.4089,65.1556,83.5765,103.8241,126.2214,107.2414,42.9634,0,0,0,0.9635,0.0711,4.9919,8.439,10.8361,13.909,16.341,18.4223,-143.1905,0,0,0,BritishColumbia,Humisol,Brown,0.35,Medium,2.9000001,200,-0.09,-0.09,580,0,0.0035,0.0035,0.0141,0.0141,294.1806,0,129.4048
Farm13,0.079,2025,2024,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,900,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,HumoFerricPodzol,Brown,1.2,Medium,5.3000002,90,0.22,0.11,128.000002,0,0.1774,0.1774,0.0388,0.0388,9.8434,0,183.6226
Farm14,0.5,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,33.1,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0.0242,0.0434,0.0434,0.0294,0.0294,62.3,0,144.3856667
Farm14,0.5,2025,2025,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,20,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,-0.0112,0.0434,0.0434,0.0294,0.0294,62.3,0,144.5154667
Farm14,0.5,2025,2025,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,0.23,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,62.3,0,144.4744
Farm14,0.088,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,10.9648,0,144.4744
Farm14,0.088,2025,2025,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,10.9648,0,144.4744
Farm14,0.088,2025,2025,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,10.9648,0,144.4744
Farm14,0.47,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,58.562,0,144.4744
Farm14,0.47,2025,2025,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,58.562,0,144.4744
Farm14,0.47,2025,2025,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,58.562,0,144.4744
Farm14,0.013,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,1,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,1.6198,0,144.4744
Farm14,2.225,2025,2025,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,50,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,277.235,0,144.4744
Farm14,0.288,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,2,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,35.8848,0,144.4744
Farm14,0.288,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,7,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,175.76,77,96.65,63.73,58.66,82.83,29.41,56.99,58.75,131.53,177.54,152.97,6.464,10.1361,29.991,53.6255,88.1053,97.1305,146.7456,105.1043,70.1814,29.7915,9.7935,8.2368,1.8403,2.7217,4.9242,6.8313,10.9106,13.672,18.7261,18.5148,14.4313,8.4303,3.938,3.8116,BritishColumbia,HumoFerricPodzol,Brown,1.2,Fine,4.8000002,70,0.57,0.07,28,0,0.0434,0.0434,0.0294,0.0294,35.8848,0,144.4744
Farm15,0.6,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,45.3592,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,118.5,100.31,111.76,73.74,71.83,96.38,21.38,71.64,33.13,89.54,187.21,130.67,0.0915,0,0.3351,9.9384,59.9683,88.8482,141.7528,100.7137,72.1523,18.8652,0,0,-10.1265,-6.8686,-4.6894,0.4727,6.7903,10.7703,18.459,15.4719,12.3117,3.4358,-5.629,-7.1535,BritishColumbia,DystricBrunisol,Brown,1.35,Medium,5.1999998,90,0.76,0.04,11,0,0.0385,0.0385,0.0299,0.0299,74.76,0,143.2732
Farm16,0.004,2025,2022,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,0.6,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,210.73,95.09,148.99,117.18,117.87,103.35,32.01,16.48,9.79,134.92,160.31,214.24,8.288,12.6047,32.4013,45.7845,66.9851,95.297,129.8455,123.1047,84.197,51.9207,8.7036,3.3842,2.9832,3.1957,6.3255,6.86,10.2577,15.1707,19.0368,20.1123,16.4103,13.3065,2.7317,-0.5055,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.0437,0.0437,0.0287,0.0287,0.4984,0,144.3652
Farm17,0.197,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,1000,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,106.76,36.24,70.42,87.34,77.55,68.75,39.07,20.98,16.22,38.1,60.82,110.51,5.5112,9.1689,23.3928,30.5671,57.5645,89.7234,123.4629,119.4527,83.8202,49.2677,6.6066,2.2867,1.7184,2.0014,4.1177,4.2823,7.7261,13.0473,17.571,18.8058,14.7933,11.0961,1.6773,-0.4571,BritishColumbia,HumoFerricPodzol,Brown,1.5,Fine,4.9000001,50,0.33,0.2,85,0,0.02,0.02,0.0216,0.0216,24.5462,0,135.9568
Farm17,0.197,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,66,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,106.76,36.24,70.42,87.34,77.55,68.75,39.07,20.98,16.22,38.1,60.82,110.51,5.5112,9.1689,23.3928,30.5671,57.5645,89.7234,123.4629,119.4527,83.8202,49.2677,6.6066,2.2867,1.7184,2.0014,4.1177,4.2823,7.7261,13.0473,17.571,18.8058,14.7933,11.0961,1.6773,-0.4571,BritishColumbia,HumoFerricPodzol,Brown,1.5,Fine,4.9000001,50,0.33,0.2,85,0,0.02,0.02,0.0216,0.0216,24.5462,0,135.9568
Farm18,1.962,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,12,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,80.99,126.48,46.55,76.99,83.62,67.01,51,51.71,55.71,62.31,75.76,110.81,0.058,0,0,14.582,99.4217,111.2094,133.9733,105.5468,62.7298,25.7629,0.449,0.0475,-8.1742,-8.0404,-6.6426,0.6087,12.0074,14.508,17.6623,16.8671,11.2657,5.0665,-4.3433,-5.8916,BritishColumbia,GrayLuvisol,Brown,1.25,Coarse,6.8000002,100,0.1,0.58,48.000002,0,0.0354,0.0354,0.0316,0.0316,244.4652,0,142.891
Farm18,0.069,2025,2024,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,3.6,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,137.74,61.48,81.44,41.23,43.51,64.45,23.8,62.05,45.55,109.35,139.5,128.84,5.767,8.8801,27.3479,48.5269,85.0051,93.0472,145.5332,102.9361,68.3434,28.2829,9.4482,7.5061,1.4932,2.3421,4.2929,5.9607,10.249,12.581,18.3048,17.6381,13.7053,7.8968,3.759,3.4819,BritishColumbia,DystricBrunisol,Brown,1.1,Coarse,4.8000002,80,0.25,0.15,40.999999,0,0.0315,0.0315,0.0263,0.0263,8.5974,0,140.3794
Farm18,0.069,2025,2025,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,3.6,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,137.74,61.48,81.44,41.23,43.51,64.45,23.8,62.05,45.55,109.35,139.5,128.84,5.767,8.8801,27.3479,48.5269,85.0051,93.0472,145.5332,102.9361,68.3434,28.2829,9.4482,7.5061,1.4932,2.3421,4.2929,5.9607,10.249,12.581,18.3048,17.6381,13.7053,7.8968,3.759,3.4819,BritishColumbia,DystricBrunisol,Brown,1.1,Coarse,4.8000002,80,0.25,0.15,40.999999,0,0.0316,0.0316,0.0263,0.0263,8.5974,0,140.4067
Farm19,4.804,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,829.4,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0946,0.0946,0.0358,0.0358,598.5784,0,160.1992
Farm20,0.8,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,10,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.067,0.067,0.0328,0.0328,99.68,0,151.8454
Farm21,0.235,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,95.25432,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.2,Medium,6.1999998,150,0.25,0.15,24.000001,0,0.0279,0.0279,0.022,0.022,29.281,0,138.2227
Farm21,0.235,2025,2024,Potatoes,Reduced,0.736,0.239,0.015,0.01,0.015,0.02,0.01,0.01,0,5,0.45,11.3398,CashCrop,0,0,No,RainFed,0,0.75,75,100,100,0,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.2,Medium,6.1999998,150,0.25,0.15,24.000001,-1375.6818,0.3058,0.3058,0.1665,0.1665,29.281,0,5297.7045
Farm21,0.235,2025,2023,Safflower,Reduced,0,0,0,0,0.024,0.01,0.01,0.01,0,5,0.45,9.979024,CashCrop,0,0,No,RainFed,0,0.02,2,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.2,Medium,6.1999998,150,0.25,0.15,24.000001,-460.2139,0.0812,0.0812,0.0496,0.0496,29.281,0,1847.759367
Farm21,0.313,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,100.7184,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.2,Medium,6.1999998,150,0.25,0.15,24.000001,0,0.0279,0.0279,0.022,0.022,38.9998,0,138.2227
Farm22,0.52,2025,2021,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,10,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumicGleysol,Brown,1.2,Medium,6.1999998,150,0.25,0.15,24.000001,0,0.0555,0.0555,0.0304,0.0304,64.792,0,148.0507
Farm23,4.132,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,272,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,2.39,0.23,Custom,50.15,61.33,19.97,37.83,56.27,41.79,17.87,39.14,35.9,35.64,45.65,62.66,0.0255,0.0021,0,21.0531,103.7115,111.0782,136.091,109.4437,63.0937,25.5783,0.7948,0.0642,-7.2439,-6.7125,-4.6632,1.9407,12.8384,14.399,18.1461,17.4929,11.378,4.9603,-2.4907,-4.5835,BritishColumbia,GrayLuvisol,Black,1.01,Coarse,5.6999998,150,0.37,0.08,13,0,0.0196,0.0196,0.0192,0.0192,691.2836,0,177.8924
Farm24,0.616,2025,2025,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,38.7,74.88,129.24,45.6,54.71,25.25,18.84,43.88,-2986.36,0,0,0,10.1907,9.2689,30.4572,74.2202,98.6415,117.2405,146.9924,119.8482,44.2159,0,0,0,3.0558,2.17,5.8852,9.3513,11.5732,14.7357,18.1006,19.4239,-142.1216,0,0,0,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,-78.1005,0.1477,0.1477,0.2219,0.2219,76.7536,0,511.8693
Farm25,1.7,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,56.699,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.7849,17.2568,36.1355,56.9242,86.6803,100.6924,148.0492,104.7291,69.8027,32.1571,13.5133,10.8088,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,0.15,Medium,4.6999998,50,-0.09,-0.09,482.000008,0,0.0344,0.0344,0.0257,0.0257,211.82,0,141.0073
Farm26,1.179,2025,2023,GrainCorn,Reduced,0.386,0.387,0.138,0.089,0.015,0.005,0.007,0.007,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.15,15,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-4920.5071,0.3395,0.3395,0.1841,0.1841,146.9034,0,18309.40217
Farm26,1.179,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,20,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0277,0.0277,0.0218,0.0218,146.9034,0,138.1135
Farm27,0.01708,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,5.692,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0943,0.0943,0.0357,0.0357,2.1282,0,160.0918735
